-4 -4 0 0 0
-3.91919 -4 -0.000207182 -0.000207182 0
-3.83838 -4 -0.000414155 -0.000414155 0
-3.75758 -4 -0.000620711 -0.000620711 0
-3.67677 -4 -0.000826642 -0.000826642 0
-3.59596 -4 -0.00103174 -0.00103174 0
-3.51515 -4 -0.0012358 -0.0012358 0
-3.43434 -4 -0.00143862 -0.00143862 0
-3.35354 -4 -0.00163998 -0.00163998 0
-3.27273 -4 -0.0018397 -0.0018397 0
-3.19192 -4 -0.00203756 -0.00203756 0
-3.11111 -4 -0.00223337 -0.00223337 0
-3.0303 -4 -0.00242694 -0.00242694 0
-2.94949 -4 -0.00261805 -0.00261805 0
-2.86869 -4 -0.00280654 -0.00280654 0
-2.78788 -4 -0.00299219 -0.00299219 0
-2.70707 -4 -0.00317484 -0.00317484 0
-2.62626 -4 -0.00335429 -0.00335429 0
-2.54545 -4 -0.00353036 -0.00353036 0
-2.46465 -4 -0.00370287 -0.00370287 0
-2.38384 -4 -0.00387166 -0.00387166 0
-2.30303 -4 -0.00403654 -0.00403654 0
-2.22222 -4 -0.00419737 -0.00419737 0
-2.14141 -4 -0.00435397 -0.00435397 0
-2.06061 -4 -0.00450618 -0.00450618 0
-1.9798 -4 -0.00465385 -0.00465385 0
-1.89899 -4 -0.00479684 -0.00479684 0
-1.81818 -4 -0.004935 -0.004935 0
-1.73737 -4 -0.00506819 -0.00506819 0
-1.65657 -4 -0.00519628 -0.00519628 0
-1.57576 -4 -0.00531914 -0.00531914 0
-1.49495 -4 -0.00543664 -0.00543664 0
-1.41414 -4 -0.00554866 -0.00554866 0
-1.33333 -4 -0.0056551 -0.0056551 0
-1.25253 -4 -0.00575584 -0.00575584 0
-1.17172 -4 -0.00585079 -0.00585079 0
-1.09091 -4 -0.00593985 -0.00593985 0
-1.0101 -4 -0.00602292 -0.00602292 0
-0.929293 -4 -0.00609994 -0.00609994 0
-0.848485 -4 -0.0061708 -0.0061708 0
-0.767677 -4 -0.00623546 -0.00623546 0
-0.686869 -4 -0.00629384 -0.00629384 0
-0.606061 -4 -0.00634588 -0.00634588 0
-0.525253 -4 -0.00639153 -0.00639153 0
-0.444444 -4 -0.00643074 -0.00643074 0
-0.363636 -4 -0.00646348 -0.00646348 0
-0.282828 -4 -0.00648971 -0.00648971 0
-0.20202 -4 -0.00650941 -0.00650941 0
-0.121212 -4 -0.00652255 -0.00652255 0
-0.040404 -4 -0.00652912 -0.00652912 0
0.040404 -4 -0.00652912 -0.00652912 -0
0.121212 -4 -0.00652255 -0.00652255 -0
0.20202 -4 -0.00650941 -0.00650941 -0
0.282828 -4 -0.00648971 -0.00648971 -0
0.363636 -4 -0.00646348 -0.00646348 -0
0.444444 -4 -0.00643074 -0.00643074 -0
0.525253 -4 -0.00639153 -0.00639153 -0
0.606061 -4 -0.00634588 -0.00634588 -0
0.686869 -4 -0.00629384 -0.00629384 -0
0.767677 -4 -0.00623546 -0.00623546 -0
0.848485 -4 -0.0061708 -0.0061708 -0
0.929293 -4 -0.00609994 -0.00609994 -0
1.0101 -4 -0.00602292 -0.00602292 -0
1.09091 -4 -0.00593985 -0.00593985 -0
1.17172 -4 -0.00585079 -0.00585079 -0
1.25253 -4 -0.00575584 -0.00575584 -0
1.33333 -4 -0.0056551 -0.0056551 -0
1.41414 -4 -0.00554866 -0.00554866 -0
1.49495 -4 -0.00543664 -0.00543664 -0
